Id,Locale,Question,Categories,Question type,Answer type,Selector type,vertical_options subtypes,two_horizontal_options subtypes,A,B,C,D
95,RU,"Ты возвращаешься мыслями к неприятностям, которые пришлось пережить?",Priorities,message,message,vertical_options,regular,,Не вижу смысла возвращаться к негативным моментам из прошлого,Я часто анализирую негативные ситуации из прошлого,"Бывает, но не всегда",Затрудняюсь ответить
,EN,Do you think back to the troubles you've been through?,Priorities,message,message,vertical_options,regular,,I see no reason to go back them,I often analyze them,"Sometimes, but not always",Difficult to answer
96,RU,Как ты относишься к критике?,Priorities,message,message,two_horizontal_options,,Yes/No,Я здраво воспринимаю критику,"Критика ранит меня, делает уязвимым",,
,EN,How do you feel about criticism?,Priorities,message,message,two_horizontal_options,,Yes/No,I take criticism well,"Criticism hurts me, makes me vulnerable",,
97,RU,У тебя сильная чувствительность к ароматам?,Elements,message,message,two_horizontal_options,,Yes/No,Да,Нет,,
,EN,Are you highly sensitive to fragrances?,Elements,message,message,two_horizontal_options,,Yes/No,Yes,No,,
98,RU,"Попадая в новую обстановку, ты быстро адаптируешься?",Elements,message,message,two_horizontal_options,,Yes/No,Да,Нет,,
,EN,"When you get into a new environment, do you quickly adapt?",Elements,message,message,two_horizontal_options,,Yes/No,Yes,No,,
99,RU,Какой метод выполнения задач тебе ближе?,Priorities,message,message,two_horizontal_options,,Detailed,Я за многозадачность,Я концентрируюсь на одном деле в моменте,,
,EN,Which method of completing tasks is closer to you?,Priorities,message,message,two_horizontal_options,,Detailed,I'm for multitasking,I focus on one thing at a time,,
100,RU,"Ты сильно волнуешься, когда выступаешь перед аудиторией?",Introversion/Extraversion,message,message,two_horizontal_options,,Yes/No,Да,Нет,,
,EN,Do you get very nervous when you speak before an audience?,Introversion/Extraversion,message,message,two_horizontal_options,,Yes/No,Yes,No,,
101,RU,Как ты относишься к созерцанию природы?,Interests,message,message,two_horizontal_options,,Yes/No,Я люблю наблюдать за красотой природы,Мне это неинтересно,,
,EN,How do you feel about contemplating nature?,Interests,message,message,two_horizontal_options,,Yes/No,I love watching the beauty of nature,I'm not interested,,
102,RU,"Если ты чувствуешь усталость, тебя легко вывести из себя?",Elements,message,message,two_horizontal_options,,Detailed,"Да, я быстро впадаю в раздражение","Нет, я всегда ощущаю спокойствие",,
,EN,"If you are very tired, are you easily pissed off?",Elements,message,message,two_horizontal_options,,Detailed,"Yes, I get irritated quickly","No, I'm always calm",,
103,RU,Твоё эмоциональное состояние влияет на продуктивность?,Elements,message,message,two_horizontal_options,,Yes/No,Да,Нет,,
,EN,Does your emotional state affect your productivity?,Elements,message,message,two_horizontal_options,,Yes/No,Yes,No,,
104,RU,"Ты любишь ярко выраженные вкусы (солёное, горькое, кислое, сладкое)?",Interests,message,message,two_horizontal_options,,Detailed,"Да, люблю все вкусы с приставкой ""чересчур""","Нет, я за нейтральные вкусы",,
,EN,"Do you like pronounced tastes (salty, bitter, sour, sweet)?",Interests,message,message,two_horizontal_options,,Detailed,"Yes, I love all intense flavors","No, I'm for neutral tastes",,
105,RU,Ты долго не можешь отпустить близких сердцу людей?,Relations,message,message,vertical_options,regular,,"Да, я тяжело переживаю расставание с близкими","Нет, я легко отпускаю тех, с кем мне не по пути",Затрудняюсь ответить,
